Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
83.0,c1ccc(C2CC(N3CCCCC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCCCC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_105
83.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_106
79.0,c1ccc(C2CC(N3CCN(C4CCC4)C3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C3CCC3)C1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_107
80.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,OCCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_108
98.0,c1ccc(C2CC(N3CCN(C4CCC5CCCCC5C4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCC4CCCCC4C3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_109
91.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CCN(CC)c1ccc2c(c1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_110
82.0,c1ccc(C2CC(N3CCN(CCN4CCCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(CCN3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_111
91.0,c1ccc(C2CC(N3CCC4(CC3)COCO4)c3ccccc32)cc1,CCN(CC)c1ccc2c(c1)C(N1CCC3(CC1)COCO3)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_112
99.0,c1ccc(C2CC(N3CCN(CCc4nc5ccccc5o4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(CCc3nc4ccccc4o3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_113
80.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_114
80.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(c4cccc(C(F)(F)F)c4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_115
82.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3cccc(Cl)c32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_116
91.0,c1ccc(C2CC(N3CCN(C4CCOc5ccccc54)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CC(C)(C)Oc4ccccc43)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_117
91.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CC(=O)Nc1ccc2c(c1)C(N1CCN(C)C(C)C1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_118
99.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CCOC(=O)c1ccc2c(c1)C(N1CCN(CCOC)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_119
81.0,O=C(CCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)c1ccccc1,O=C(CCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(Cl)cc32)CC1)c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_120
82.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_121
91.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,CCNC(=O)Nc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_122
82.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_123
84.0,c1ccc(C2CC(N3CCN(CCN4CCCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(CCN3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_124
96.0,c1ccc(C2CC(N3CCN(C4CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CC4)CC3)c3cc(Cl)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_125
90.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCC4)CC3)c3cc(Cl)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_126
98.0,c1ccc(C2CC(N3CCCCC3)c3ccccc32)cc1,CC(C)Oc1ccc2c(c1)C(N1CCCCC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_127
90.0,c1ccc(C2CC(N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1,Oc1ccc2c(c1)C(N1CCC(N3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_128
84.0,c1ccc(C2CC(N3CCCC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCCC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_129
90.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(C3CCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_130
92.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(c4ccc(F)cc4)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_131
92.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3cc(Cl)ccc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_132
98.0,c1ccc(C2CC(N3CCN(CCCN4CCCCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(CCCN3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_133
76.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_134
74.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_135
84.0,c1ccc(CN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,Fc1ccc(C2CC(N3CCN(Cc4cc(F)ccc4F)CC3)c3ccc(Cl)cc32)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_136
98.0,O=S(=O)(c1ccc2c(c1)C(N1CCN(C3CC3)CC1)CC2c1ccccc1)N1CCOCC1,O=S(=O)(c1ccc2c(c1)C(N1CCN(C3CC3)CC1)CC2c1ccc(F)cc1)N1CCOCC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_137
84.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,NC(=O)CC(=O)Nc1ccc2c(c1)C(N1CCN(C3CCCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_138
38.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CC(C)CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_139
98.0,c1ccc(C2CC(N3CCN(C4CCc5ccccc5C4)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCN(C3Cc4ccccc4CC3O)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_140
98.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(C3CCCC3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_141
92.0,c1ccc(C2CC(N3CCN(c4ccccn4)CC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCN(c3ccccn3)CC1)CC2c1ccc(F)cc1,0.800000011920929,0.800000011920929,0.800000011920929,fine-tune predictive component_142
85.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,CCc1cccc(N2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)c1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_143
85.0,O=C(C1CC2(CCCO2)CN1C1CCC1)N1CCN(C2CC2)CC1,O=C(C1CC2(CCCO2)CN1C1CCC1)N1CCN(C2CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_144
96.0,O=C(CN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)NC1CCCCC1,CC1CCC(NC(=O)CN2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_145
87.0,O=C1CCC(=O)N1CCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,O=C1CC(Cl)C(=O)N1CCN1CCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_146
80.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)Oc3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCCC4)CC3)Oc3ccc(Cl)cc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_147
93.0,c1ccc(-c2ccnc(N3CC4(CCN(C5CC(c6ccccc6)c6ccccc65)CC4)C3)n2)cc1,COc1ccc(-c2ccnc(N3CC4(CCN(C5CC(c6ccc(F)cc6)c6ccc(OC)cc65)CC4)C3)n2)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_148
85.0,c1ccc(C2CC(N3CCOCC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCOCC3)c3cc(Cl)ccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_149
87.0,O=C1NCCN(c2ccccc2)C12CCN(C1CC(c3ccccc3)c3ccccc31)CC2,CN(C)c1ccc2c(c1)C(N1CCC3(CC1)C(=O)NCCN3c1ccccc1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_150
82.0,c1ccc(C2CC(N3CCN(C4CCOCC4)CC3)c3ccccc32)cc1,CC1(C)CC(N2CCN(C3CC(c4ccc(F)cc4)c4ccccc43)CC2)CCO1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_151
87.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Cc1ccccc1C1CC(N2CCN(C3CCCC3)CC2)c2cc(F)ccc21,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_152
81.0,c1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCCC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_153
96.0,c1ccc(C2CC(N3CCOCC3)c3ccc(CN4CCN(C5CC5)CC4)cc32)cc1,Fc1ccc(C2CC(N3CCOCC3)c3ccc(CN4CCN(C5CC5)CC4)cc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_154
81.0,c1ccc(C2CC(N3CCC(c4c[nH]c5ccccc45)CC3)c3ccccc32)cc1,Cc1ccc2c(c1)C(N1CCC(c3c[nH]c4cc(F)ccc34)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_155
87.0,O=C(c1ccccc1)N1CCC(N2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)CC1,O=C(c1c(F)cccc1Cl)N1CCC(N2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_156
75.0,O=C1CN(C(=O)c2cnc(-c3ccccc3)o2)CCC1N1CCNCC1,O=C1CN(C(=O)c2cnc(-c3ccc(F)cc3)o2)CCC1N1CCN(CCO)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_157
96.0,c1ccc(C2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,COc1ccc2c(c1)C(N1CCC(c3ccccc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_158
82.0,O=S(=O)(c1ccccc1)N1CC2(CCN(C3CC(c4ccccc4)c4ccccc43)CC2)C1,Cc1ccc2c(c1)C(N1CCC3(CC1)CN(S(=O)(=O)c1ccccc1)C3)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_159
94.0,O=C1c2ccccc2C(N2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)N1c1ccccc1,Cc1cccc(N2C(=O)c3ccccc3C2N2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)c1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_160
85.0,c1cncc(C2CC(N3CCN(CC4CC4)CC3)c3ccccc32)c1,Fc1ccc(C2CC(N3CCN(CC4CC4)CC3)c3cc(Cl)ccc32)cn1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_161
86.0,O=c1ccc2cccc(CN3CCN(C4CC(c5ccccc5)c5ccccc54)CC3)c2o1,COc1ccc2ccc(=O)oc2c1CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_162
93.0,c1ccc(C2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,CS(=O)(=O)c1ccc2c(c1)C(N1CCC(c3cccc(CN)c3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_163
77.0,c1ccc(C2CC(N3CCN(Cc4cn[nH]c4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(Cc4cn[nH]c4)CC3)c3ccc(Cl)cc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_164
94.0,c1ccc(C2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,CN(C)c1ccc2c(c1)C(N1CCC(c3ccccc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_165
84.0,O=C1OC(C2CC2)CCN1CCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CC1(C2CC2)CCN(CCN2CCN(C3CC(c4ccc(F)cc4)c4ccccc43)CC2)C(=O)O1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_166
84.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CS(=O)(=O)CCN1CCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_167
85.0,O=C1COCC(=O)N1CCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,O=C1COCC(=O)N1CCN1CCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_168
77.0,c1ccc(CN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,Cc1ccc2c(c1)C(N1CCN(Cc3ccc(C#N)cc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_169
92.0,O=C(C1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,O=C(C1CCN(C2CC(c3ccc(F)cc3)c3ccccc32)CC1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_170
96.0,O=C(N1CCCCC1)C1(c2ccccc2)CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CC(=O)Nc1ccc2c(c1)C(N1CCC(C(=O)N3CCCCC3)(c3ccccc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_171
86.0,c1ccc(C2CC(N3CCN(C4CNc5ccccc5C4)CC3)c3ccccc32)cc1,CC1(C)Nc2ccccc2CC1N1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_172
94.0,c1ccc(C2CC(N3CCN(Cc4cn(CCC5OCCO5)nn4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(N1CCN(Cc3cn(CCC4OCCO4)nn3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_173
75.0,O=C1NCC2(CCN(C3CC(c4ccccc4)c4ccccc43)CC2)O1,CN(C)CCN1CC2(CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)OC1=O,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_174
70.0,c1ccc(C2CC(N3CCN(CCN4CCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(CCN4CCCC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_175
84.0,c1ccc(C2CC(N3CCN(C4CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_176
83.0,c1ccc(C2CC(N3CCCN(CC4CCCCC4)CC3)c3ccccc32)cc1,COCC(=O)NC1CCC(CN2CCCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_177
84.0,c1ccc(C2CC(N3CCN(C4CCC(c5ccc6c(c5)OCO6)CC4)CC3)c3ccccc32)cc1,OC1(c2ccc3c(c2)OCO3)CCC(N2CCN(C3CC(c4ccc(F)cc4)c4ccccc43)CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_178
85.0,O=C1N(CCCN2CCN(c3ccccc3)CC2)C(N2CCN(C3CCCCC3)CC2)c2ccccc2C12CCCc1ccccc12,COc1cccc(N2CCN(CCCN3C(=O)C4(CCCc5ccccc54)c4ccccc4C3N3CCN(C4CCCCC4)CC3)CC2)c1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_179
93.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ncccc32)cc1,Cc1ccc2c(n1)C(N1CCCN(C3CC3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_180
83.0,c1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_181
93.0,O=C1NCN(c2ccccc2)C12CCN(C1CC(c3ccccc3)c3ccccc31)CC2,O=C1NCN(c2ccccc2)C12CCN(C1CC(c3ccc(F)cc3)c3ccc(O)cc31)CC2,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_182
85.0,c1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(C4CCCC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_183
93.0,c1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCCN(C4CCC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_184
86.0,O=C1NCC(c2ccccc2)C12CCN(C1CC(c3ccccc3)c3ccccc31)CC2,O=C1NCC(c2ccccc2)C12CCN(C1CC(c3ccc(F)cc3)c3ccc(O)cc31)CC2,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_185
91.0,O=C(C=Cc1ccc(N2CCNCC2)cc1)NCCCCN1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,CN1CCN(c2ccc(C=CC(=O)NCCCCN3CCN(C4CC(c5ccc(F)cc5)c5cc(Cl)ccc54)CC3)cc2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_186
87.0,c1ccc(C2CC(N3CCN(c4ccccc4)CC3)c3ccccc32)cc1,COc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(c2cccc(C)c2C)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_187
98.0,c1ccc(Cn2cncc2CN2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,N#Cc1ccc(Cn2cncc2CN2CCN(C3CC(c4ccc(F)cc4)c4cc(Cl)ccc43)CC2)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_188
92.0,c1ccc(C2CC(N3CCN(CC4CC4)CC3)c3ccccc32)cc1,CCOCC(C1CC1)N1CCN(C2CC(c3ccc(F)cc3)c3ccc(OC)cc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_189
99.0,c1ccc(C2CCN(C3CC(c4ccccc4)c4ccccc43)CC2)cc1,CS(=O)(=O)c1ccc2c(c1)C(N1CCC(c3ccccc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_190
88.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN(C)c1ccc2c(c1)C(N1CCNCC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_191
99.0,c1ccc(C2CC(N3CCN(C4CC4)CC3)c3cnccc32)cc1,NC(=O)c1cncc2c1C(c1ccc(F)cc1)CC2N1CCN(C2CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_192
97.0,c1ccc(CN2CCN(C3CC(c4ccccc4)c4cc(N5CCN(C6CC6)CC5)ccc43)CC2)cc1,COc1cccc(CN2CCN(C3CC(c4ccc(F)cc4)c4cc(N5CCN(C6CC6)CC5)ccc43)CC2)c1F,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_193
89.0,O=C(C1CC1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,O=C(C1CC1)N1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_194
89.0,c1ccc(C2CC(N3CCN(CCN4CCN(C5CCCCC5)CC4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(CCN4CCN(C5CCCCC5)CC4)CC3)c3ccccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_195
98.0,O=C(NC1CCN(C2CC(c3ccccc3)c3ccccc32)CC1)C1CCOC1,COc1ccc2c(c1)C(N1CCC(NC(=O)C3CCOC3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_196
98.0,O=S(=O)(c1cc(N2CCNCC2)cc2c3c(cnc12)CCCCC3)N1CCN(c2ccccc2)CC1,COc1cccc(N2CCN(S(=O)(=O)c3cc(N4CCN(CCO)CC4)cc4c5c(cnc34)CCCCC5)CC2)c1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_197
89.0,O=S1(=O)NCCCC12CCN(C1CC(c3ccccc3)c3ccccc31)CC2,O=S1(=O)NCCCC12CCN(C1CC(c3ccc(F)cc3)c3ccc(Cl)cc31)CC2,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_198
48.0,O=C(NCC1CCCN1)c1ccc(NC(=O)N2Cc3ccccc3C2)cc1,CCN1CCCC1CNC(=O)c1ccc(NC(=O)N2Cc3ccc(C#N)cc3C2)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_199
98.0,c1ccc(C2CC(N3CCN(Cc4ccc(OCC5CC5)cc4)CC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCN(Cc4ccc(OCC5CC5)cc4)CC3)c3ccc(Cl)cc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_200
99.0,c1ccc(C2CC(N3CCCN(C4CC4)CC3)c3ccccc32)cc1,N#Cc1cccc2c1C(c1ccc(F)cc1)CC2N1CCCN(C2CC2)CC1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_201
90.0,O=C(NCCSCC(=O)N1CCN(C2CC(c3ccccc3)c3cccc4cccc2c34)CC1)c1ccccc1,O=C(NCCSCC(=O)N1CCN(C2CC(c3ccc(F)cc3)c3cccc4cccc2c34)CC1)c1ccc(Cl)cc1Cl,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_202
99.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,Fc1ccc(C2CC(N3CCNCC3)c3cc(Cl)ccc32)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_203
99.0,S=C(NCCc1ccccc1)N1CCN(C2CC(c3ccccc3)c3ccccc32)CC1,Oc1ccc2c(c1)C(N1CCN(C(=S)NCCc3ccc(F)cc3)CC1)CC2c1ccc(F)cc1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_204
20.0,O=C(c1cnc(-c2ccccc2)s1)N1CCn2c(nnc2-c2ncns2)C1,Cc1nsc(-c2nnc3n2CCN(C(=O)c2sc(-c4ccccc4)nc2C)C3C)n1,0.699999988079071,0.699999988079071,0.699999988079071,fine-tune predictive component_205
